"","Cues","Targets","Forward.Strength","Mediated.Strength"
"583","ARROW","INDIAN",0.045,0
"584","ARROW","STRAIGHT",0.053,0
"585","ARROW","TARGET",0.038,0
"586","ART","BEAUTIFUL",0.027,0
"587","ART","BEAUTY",0.073,0
"588","ART","CANVAS",0.027,0.001
"589","ART","DRAWING",0.047,0
"590","ART","PICTURE",0.107,0.033
"591","ART","TALENT",0.053,0
"592","ARTICLE","CLOTHES",0.155,0
"593","ARTICLE","MAGAZINE",0.108,0.047
"594","ARTICLE","NEWSPAPER",0.419,0.011
"595","ARTIST","CREATE",0.041,0
"596","ARTIST","PAINTER",0.437,0
"597","ARTIST","PAINTING",0.107,0.002
"598","ARTS","CRAFTS",0.179,0
"599","ARTS","LETTERS",0.103,0
"600","ARTS","MUSEUM",0.028,0
"601","ARTS","PAINTING",0.069,0.014
"602","ARTS","PICTURE",0.069,0.009
"603","ARTS","SCIENCE",0.028,0.001
"604","ASCEND","DESCEND",0.262,0.001
"605","ASCEND","HEAVEN",0.054,0
"606","ASCEND","STAIRS",0.027,0.006
"607","ASCENT","DESCENT",0.131,0
"608","ASH","ASHTRAY",0.255,0
"609","ASH","CIGARETTE",0.216,0.146
"610","ASH","WEDNESDAY",0.033,0
"611","ASHAMED","BASHFUL",0.048,0.009
"612","ASHAMED","EMBARRASS",0.362,0
"613","ASHAMED","GUILTY",0.069,0
"614","ASHES","CIGARETTE",0.149,0.028
"615","ASHTRAY","CIGARETTE",0.496,0.111
"616","ASIA","AFRICA",0.145,0.029
"617","ASIA","CONTINENT",0.171,0.037
"618","ASIA","COUNTRY",0.086,0.048
"619","ASIA","EUROPE",0.026,0.007
"620","ASIA","ORIENT",0.039,0
"621","ASK","ANSWER",0.061,0.329
"622","ASK","INQUIRE",0.061,0
"623","ASK","QUESTION",0.422,0.043
"624","ASPHALT","CEMENT",0.041,0.02
"625","ASPHALT","CONCRETE",0.075,0.012
"626","ASPHALT","DRIVEWAY",0.041,0.003
"627","ASPHALT","GROUND",0.048,0.004
"628","ASPHALT","JUNGLE",0.034,0
"629","ASPHALT","PAVEMENT",0.089,0.006
"630","ASPIRIN","HEADACHE",0.417,0.018
"631","ASPIRIN","MEDICINE",0.106,0.022
"632","ASPIRIN","RELIEF",0.045,0.003
"633","ASPIRIN","TYLENOL",0.053,0.026
"634","ASS","DONKEY",0.27,0.008
"635","ASSAULT","ATTACK",0.169,0.001
"636","ASSAULT","BATTERY",0.11,0
"637","ASSAULT","VIOLENCE",0.032,0
"638","ASSAULT","WEAPON",0.078,0.003
"639","ASSIGNMENT","HOMEWORK",0.377,0.002
"640","ASSIGNMENT","SCHOOL",0.055,0.049
"641","ASSISTANCE","HELPER",0.054,0.001
"642","ASSISTANT","DIRECTOR",0.048,0
"643","ASSISTANT","HELPER",0.4,0
"644","ASSISTANT","MANAGER",0.152,0.002
"645","ASSISTANT","TEACHER",0.055,0.021
"646","ASSOCIATE","BUSINESS",0.05,0
"647","ASSOCIATE","CO-WORKER",0.065,0
"648","ASSOCIATE","COLLEAGUE",0.029,0
"649","ASSOCIATE","CONNECT",0.043,0
"650","ASSOCIATE","DEGREE",0.029,0
"651","ASSOCIATE","DISASSOCIATE",0.029,0
"652","ASSOCIATE","FRIEND",0.108,0.066
"653","ASSOCIATE","PARTNER",0.187,0.003
"654","ASSOCIATE","SIMILAR",0.029,0
"655","ASSUME","CONCLUSION",0.026,0
"656","ASSUME","NOTHING",0.026,0
"657","ASSUME","PRESUME",0.039,0
"658","ASSUME","SUPPOSE",0.026,0.001
"659","ASTEROID","METEOR",0.107,0.001
"660","ASTEROID","PLANET",0.067,0.014
"661","ASTROLOGY","HOROSCOPE",0.048,0
"662","ASTROLOGY","SCIENCE",0.028,0.001
"663","ASTRONAUT","COSMONAUT",0.026,0
"664","ASTRONAUT","SHUTTLE",0.084,0.038
"665","ASTRONOMY","ASTROLOGY",0.062,0
"666","ASTRONOMY","SCIENCE",0.027,0.002
"667","ATHLETE","EXERCISE",0.027,0.001
"668","ATHLETE","FOOTBALL",0.062,0.086
"669","ATHLETE","RUNNER",0.062,0
"670","ATHLETE","STRONG",0.068,0.003
"671","ATHLETIC","FOOTBALL",0.054,0.093
"672","ATHLETIC","HEALTHY",0.027,0.001
"673","ATHLETIC","MUSCLE",0.054,0.005
"674","ATHLETIC","SPORTS",0.279,0.009
"675","ATHLETIC","STRONG",0.034,0.005
"676","ATMOSPHERE","PRESSURE",0.047,0
"677","ATMOSPHERE","SURROUNDING",0.034,0
"678","ATMOSPHERE","WEATHER",0.041,0.005
"679","ATOM","CHEMISTRY",0.026,0.015
"680","ATOM","MOLECULE",0.092,0.001
"681","ATOM","NUCLEUS",0.046,0.001
"682","ATOM","SCIENCE",0.033,0.022
"683","ATOMIC","ENERGY",0.033,0.001
"684","ATOMIC","NUCLEAR",0.059,0.063
"685","ATTACH","CONNECT",0.093,0.004
"686","ATTACH","DETACH",0.099,0
"687","ATTACH","STAPLE",0.106,0
"688","ATTACH","TOGETHER",0.086,0.028
"689","ATTACK","ASSAULT",0.027,0.002
"690","ATTACK","DEFEND",0.054,0
"691","ATTACK","POUNCE",0.027,0
"692","ATTEMPT","SUICIDE",0.026,0
"693","ATTEND","ABSENT",0.033,0.003
"694","ATTEND","CHURCH",0.05,0
"695","ATTEND","MEETING",0.028,0
"696","ATTEND","PARTICIPATE",0.039,0
"697","ATTEND","PRESENT",0.05,0.011
"698","ATTEND","SCHOOL",0.067,0.019
"699","ATTENDANCE","ABSENCE",0.034,0.006
"700","ATTENDANCE","MANDATORY",0.095,0
"701","ATTENDANCE","POLICY",0.027,0
"702","ATTENDANCE","PRESENCE",0.041,0.002
"703","ATTENDANCE","PRESENT",0.068,0.011
"704","ATTENDANCE","SCHOOL",0.143,0.027
"705","ATTIC","BASEMENT",0.205,0.011
"706","ATTIC","CELLAR",0.04,0.015
"707","ATTIC","CLOSET",0.046,0.004
"708","ATTIC","COBWEB",0.033,0
"709","ATTIC","STORAGE",0.053,0.002
"710","ATTIC","UPSTAIRS",0.026,0
"711","ATTIRE","CLOTHES",0.651,0.024
"712","ATTIRE","FORMAL",0.039,0.002
"713","ATTITUDE","BEHAVIOR",0.027,0.003
"714","ATTITUDE","CONCEITED",0.027,0.001
"715","ATTITUDE","FEELING",0.027,0.005
"716","ATTITUDE","PERSONALITY",0.088,0.001
"717","ATTITUDE","POSITIVE",0.047,0
"718","ATTITUDE","PROBLEM",0.088,0.001
"719","ATTORNEY","GENERAL",0.046,0
"720","ATTORNEY","LAWYER",0.355,0.023
"721","ATTRACT","MAGNET",0.041,0
"722","ATTRACT","OPPOSITE",0.074,0
"723","ATTRACT","PRETTY",0.088,0.005
"724","ATTRACTIVE","BEAUTIFUL",0.123,0.039
"725","ATTRACTIVE","HANDSOME",0.052,0.001
"726","ATTRACTIVE","PRETTY",0.351,0.096
"727","AUDIENCE","APPLAUSE",0.052,0
"728","AUDIENCE","PARTICIPATION",0.033,0
"729","AUDIENCE","PEOPLE",0.222,0.051
"730","AUDIENCE","THEATER",0.039,0.002
"731","AUNT","RELATIVE",0.087,0.069
"732","AURA","FEELING",0.055,0
"733","AUTHOR","WRITER",0.324,0.011
"734","AUTHORITY","PARENT",0.064,0.002
"735","AUTHORITY","POLICE",0.206,0.016
"736","AUTHORITY","PRINCIPAL",0.035,0
"737","AUTHORITY","TEACHER",0.106,0.004
"738","AUTO","AUTOMOBILE",0.068,0
"739","AUTO","MECHANIC",0.027,0
"740","AUTOMOBILE","ACCIDENT",0.027,0
"741","AUTUMN","LEAVES",0.208,0.046
"742","AUTUMN","SEASON",0.026,0.005
"743","AUTUMN","SPRING",0.117,0.177
"744","AUTUMN","SUMMER",0.026,0.044
"745","AVENUE","BOULEVARD",0.059,0
"746","AVENUE","STREET",0.678,0.083
"747","AVERAGE","BORING",0.026,0.003
"748","AVERAGE","MEDIUM",0.079,0.002
"749","AVERAGE","MIDDLE",0.046,0.01
"750","AVERAGE","NORMAL",0.158,0.007
"751","AVOID","DISLIKE",0.027,0.011
"752","AVOID","IGNORE",0.156,0.006
"753","AWAKE","ASLEEP",0.618,0.005
"754","AWARD","ACADEMY",0.034,0
"755","AWARD","REWARD",0.062,0.01
"756","AWARD","TROPHY",0.117,0.003
"757","AWARD","WINNER",0.028,0.015
"758","AWARE","BEWARE",0.062,0
"759","AWARE","CAREFUL",0.027,0.012
"760","AWARE","CONSCIOUS",0.041,0.001
"761","AWARE","KNOWLEDGE",0.048,0.022
"762","AWARE","UNAWARE",0.082,0
"763","AWARENESS","CONSCIOUS",0.03,0
"764","AWAY","VACATION",0.027,0.004
"765","AWE","ADMIRE",0.026,0
"766","AWE","AWESOME",0.073,0
"767","AWE","DUMBFOUNDED",0.026,0
"768","AWE","IMPRESSED",0.026,0
"769","AWE","STRUCK",0.066,0
"770","AWE","STUNNED",0.026,0
"771","AWE","SURPRISE",0.04,0.013
"772","AWE","UNBELIEVABLE",0.026,0
"773","AWE","WONDER",0.033,0.018
"774","AWESOME","EXCELLENT",0.03,0.003
"775","AWESOME","TERRIFIC",0.038,0.014
"776","AWESOME","WONDERFUL",0.045,0.027
"777","AWFUL","HORRIBLE",0.083,0.039
"778","AWFUL","TERRIBLE",0.197,0.02
"779","AWKWARD","CLUMSY",0.099,0
"780","AWKWARD","DIFFERENT",0.039,0.008
"781","AWKWARD","STRANGE",0.046,0.055
"782","AWKWARD","UNCOMFORTABLE",0.099,0.005
"783","AWKWARD","UNEASY",0.026,0.007
"784","AX","HAMMER",0.046,0.011
"785","AX","HANDLE",0.099,0
"786","AX","HATCHET",0.033,0
"787","AX","MURDER",0.046,0.012
"788","AXON","DENDRITE",0.14,0
"789","AXON","NEURON",0.173,0.003
"790","AXON","SYNAPSE",0.033,0
"791","BABY","BOTTLE",0.045,0
"792","BABY","INFANT",0.045,0
"793","BABY","LITTLE",0.032,0.011
"794","BABY","MOTHER",0.045,0.007
"795","BACK","FORWARD",0.027,0
"796","BACKBONE","STRONG",0.185,0.002
"797","BACKBONE","VERTEBRA",0.068,0
"798","BACKGROUND","CHILDHOOD",0.039,0
"799","BACKGROUND","FAMILY",0.039,0
"800","BACKGROUND","FOREGROUND",0.105,0
"801","BACKGROUND","HISTORY",0.059,0.004
"802","BACKGROUND","INFORMATION",0.033,0
"803","BACKGROUND","SCENERY",0.065,0
"804","BACKPACK","BOOKBAG",0.079,0
"805","BACKPACK","CAMPING",0.079,0.001
"806","BACKPACK","SCHOOL",0.259,0.036
"807","BACKWARD","BEHIND",0.027,0
"808","BACKWARD","FORWARD",0.709,0.001
"809","BACKWARD","REVERSE",0.034,0
"810","BACON","BREAKFAST",0.05,0.018
"811","BACTERIA","BIOLOGY",0.085,0.012
"812","BACTERIA","DISEASE",0.106,0.037
"813","BACTERIA","FUNGUS",0.141,0.002
"814","BACTERIA","MICROSCOPE",0.035,0.002
"815","BADGE","COURAGE",0.053,0.001
"816","BADGE","IDENTIFICATION",0.039,0
"817","BADGE","OFFICER",0.059,0.018
"818","BADGE","POLICE",0.283,0.126
"819","BAG","GARBAGE",0.039,0
"820","BAG","GROCERIES",0.055,0.002
"821","BAGEL","BREAKFAST",0.053,0.006
"822","BAGEL","BUTTER",0.053,0.052
"823","BAGEL","CREAM CHEESE",0.327,0
"824","BAGEL","DOUGHNUT",0.073,0
"825","BAGGAGE","AIRPORT",0.088,0.008
"826","BAGGAGE","LUGGAGE",0.401,0.007
"827","BAGGAGE","SUITCASE",0.082,0.052
"828","BAGGAGE","TRAVEL",0.054,0.101
"829","BAGGAGE","VACATION",0.027,0.039
"830","BAIT","SHRIMP",0.033,0.011
"831","BAIT","TACKLE",0.06,0
"832","BAKE","COOKIE",0.079,0.006
"833","BAKED","COOKIE",0.041,0.002
"834","BAKED","POTATO",0.179,0.001
"835","BAKER","BAKERY",0.027,0
"836","BAKER","COOKIES",0.088,0
"837","BALANCE","BALLET",0.029,0
"838","BALANCE","COORDINATION",0.029,0
"839","BALANCE","EQUILIBRIUM",0.036,0
"840","BALANCE","STEADY",0.029,0
"841","BALANCE","WEIGHT",0.071,0.087
"842","BALCONY","APARTMENT",0.087,0.002
"843","BALCONY","OVERLOOK",0.027,0
"844","BALCONY","STAIRS",0.027,0
"845","BALCONY","TERRACE",0.053,0
"846","BALD","SMOOTH",0.051,0.002
"847","BALL","BASEBALL",0.065,0.017
"848","BALL","BOUNCE",0.06,0
"849","BALL","FOOTBALL",0.043,0.015
"850","BALL","SOCCER",0.027,0.001
"851","BALLERINA","BALLET",0.062,0.097
"852","BALLERINA","DANCER",0.178,0.01
"853","BALLERINA","GRACEFUL",0.075,0.005
"854","BALLET","DANCER",0.076,0.004
"855","BALLET","SLIPPERS",0.083,0
"856","BALLOON","HELIUM",0.115,0
"857","BALLOT","ELECTION",0.108,0.063
"858","BAN","CENSOR",0.045,0
"859","BAN","DEODORANT",0.182,0
"860","BAN","FORBID",0.026,0.009
"861","BAN","PROHIBIT",0.052,0.001
"862","BAN","ROLL ON",0.071,0
"863","BANANA","MONKEY",0.062,0.007
"864","BANANA","ORANGE",0.042,0.119
"865","BANANA","YELLOW",0.146,0.001
"866","BAND","INSTRUMENT",0.042,0.005
"867","BANDAGE","BANDAID",0.123,0.003
"868","BANDAGE","INJURY",0.032,0.033
"869","BANDAGE","SCRAPE",0.026,0
"870","BANDAID","BANDAGE",0.086,0
"871","BANDAID","BOO-BOO",0.071,0
"872","BANDAID","INJURY",0.036,0.016
"873","BANDANNA","COWBOY",0.053,0
"874","BANDANNA","HEADBAND",0.079,0
"875","BANDIT","CRIMINAL",0.056,0.014
"876","BANDIT","OUTLAW",0.049,0
"877","BANDIT","PIRATE",0.028,0
"878","BANDIT","ROBBER",0.118,0.048
"879","BANDIT","SMOKEY",0.09,0
"880","BANG","EXPLOSION",0.028,0.008
"881","BANJO","COUNTRY",0.027,0
"882","BANJO","GUITAR",0.384,0.021
"883","BANJO","INSTRUMENT",0.11,0.022
"884","BANK","ACCOUNT",0.035,0
"885","BANK","ROBBER",0.035,0
"886","BANK","TELLER",0.028,0
"887","BANKER","BORING",0.027,0
"888","BANKER","TELLER",0.127,0.001
"889","BANNER","STAR-SPANGLED",0.04,0
"890","BANQUET","DINNER",0.263,0.009
"891","BAPTIST","CATHOLIC",0.098,0.053
"892","BAPTIST","CHRISTIAN",0.026,0.014
"893","BAPTIST","CHURCH",0.268,0.1
"894","BAPTIST","JEWISH",0.039,0.026
"895","BAPTIST","METHODIST",0.039,0
"896","BAPTIST","MINISTER",0.046,0.003
"897","BAPTIST","PREACHER",0.039,0.014
"898","BAPTIST","RELIGION",0.222,0.084
"899","BAPTIST","SOUTHERN",0.033,0
"900","BAR","ALCOHOL",0.055,0.033
"901","BARBECUE","CHICKEN",0.253,0.01
"902","BARBECUE","COOKOUT",0.06,0.002
"903","BARBECUE","HAMBURGER",0.033,0.027
"904","BARBECUE","PICNIC",0.027,0.001
"905","BARGAIN","BASEMENT",0.032,0
"906","BARN","ANIMAL",0.087,0.061
"907","BARRACUDA","DANGER",0.03,0.004
"908","BARREL","BUCKET",0.073,0
"909","BARREL","MONKEY",0.097,0
"910","BARREL","PICKLES",0.103,0
"911","BARRIER","BARRICADE",0.027,0
"912","BARRIER","BLOCKADE",0.151,0
"913","BARTENDER","ALCOHOL",0.149,0.044
"914","BARTENDER","LIQUOR",0.027,0.024
"915","BARTER","BARGAIN",0.04,0.001
"916","BARTER","SYSTEM",0.027,0
"917","BASE","BASEBALL",0.243,0
"918","BASE","BOTTOM",0.118,0.025
"919","BASE","GUITAR",0.026,0
"920","BASE","STOLEN",0.026,0
"921","BASEBALL","BASKETBALL",0.034,0.006
"922","BASEBALL","FOOTBALL",0.068,0.053
"923","BASEBALL","PLAYER",0.027,0.004
"924","BASEMENT","BOTTOM",0.065,0
"925","BASEMENT","CELLAR",0.071,0.006
"926","BASEMENT","DOWNSTAIRS",0.026,0
"927","BASEMENT","STAIRS",0.045,0
"928","BASEMENT","UNDERGROUND",0.032,0
"929","BASHFUL","DWARVES",0.079,0
"930","BASIC","ADVANCED",0.043,0
"931","BASIC","COMPLEX",0.043,0.012
"932","BASIC","COMPUTER",0.036,0
"933","BASIC","FUNDAMENTAL",0.036,0
"934","BASIC","SIMPLE",0.203,0.024
"935","BASKET","EASTER",0.042,0
"936","BASKET","FLOWER",0.049,0
"937","BASKET","PICNIC",0.035,0
"938","BASKET","WICKER",0.042,0
"939","BASKETBALL","BASEBALL",0.107,0.013
"940","BASKETBALL","FOOTBALL",0.043,0.043
"941","BASKETBALL","PLAYER",0.036,0.004
"942","BASS","GUITAR",0.129,0.01
"943","BASS","INSTRUMENT",0.027,0.012
"944","BASS","TREBLE",0.095,0
"945","BASS","VIOLIN",0.027,0.004
"946","BASSINET","BASKET",0.027,0
"947","BAT","BASEBALL",0.055,0.016
"948","BAT","BELFRY",0.055,0
"949","BAT","VAMPIRE",0.071,0
"950","BATH","BUBBLE",0.042,0.001
"951","BATH","SHOWER",0.333,0.006
"952","BATHROOM","BATHTUB",0.043,0
"953","BATHROOM","SHOWER",0.151,0.015
"954","BATHROOM","TOILET",0.338,0.005
"955","BATHTUB","BUBBLE",0.065,0.003
"956","BATHTUB","RUBBER DUCKY",0.032,0
"957","BATHTUB","SHOWER",0.24,0.012
"958","BATTERY","CHARGE",0.086,0
"959","BATTERY","ELECTRICITY",0.026,0.008
"960","BATTERY","ENERGY",0.033,0.002
"961","BATTERY","FLASHLIGHT",0.039,0
"962","BATTERY","OPERATED",0.039,0
"963","BE","BECAUSE",0.046,0
"964","BE","CAREFUL",0.039,0
"965","BE","OR NOT TO BE",0.039,0
"966","BE","YOURSELF",0.026,0
"967","BEAD","NECKLACE",0.384,0.012
"968","BEAD","STRING",0.029,0.001
"969","BEAKER","CHEMISTRY",0.282,0.026
"970","BEAKER","EXPERIMENT",0.034,0.024
"971","BEAKER","SCIENCE",0.114,0.1
"972","BEAKER","TEST TUBE",0.054,0.006
"973","BEAM","BALANCE",0.041,0
"974","BEAN","FRANKS",0.027,0
"975","BEAN","HOT DOGS",0.041,0
"976","BEAN","STRING",0.027,0
"977","BEAN","VEGETABLES",0.041,0.003
"978","BEANS","HOT DOGS",0.033,0
"979","BEANS","MEXICAN",0.033,0
"980","BEANS","REFRIED",0.027,0
"981","BEANS","VEGETABLES",0.06,0.002
"982","BEAR","ANIMAL",0.136,0.009
"983","BEAR","FOREST",0.035,0.022
"984","BEAR","GRIZZLY",0.111,0
"985","BEAR","TEDDY BEAR",0.03,0
"986","BEARD","MUSTACHE",0.31,0.002
"987","BEARD","WHISKERS",0.034,0
"988","BEAST","ANIMAL",0.4,0.012
"989","BEAST","BEAUTY",0.079,0
"990","BEAST","BURDEN",0.048,0
"991","BEAST","MONSTER",0.097,0
"992","BEAUTIFUL","GORGEOUS",0.056,0.006
"993","BEAUTIFUL","PRETTY",0.389,0.075
"994","BEAUTY","PRETTY",0.048,0.045
"995","BEAVER","ANIMAL",0.214,0.008
"996","BEAVER","CLEAVER",0.043,0
"997","BECAUSE","REASON",0.182,0.002
"998","BECAUSE","THEREFORE",0.027,0
"999","BECOME","ARRIVE",0.028,0
"1000","BECOME","BECAME",0.044,0
"1001","BECOME","CHANGE",0.028,0
"1002","BECOME","SUCCESS",0.028,0.003
"1003","BED","MATTRESS",0.031,0
"1004","BED","SHEETS",0.031,0.008
"1005","BEDROOM","BATHROOM",0.05,0
"1006","BEDROOM","WINDOW",0.036,0.003
"1007","BEE","BUMBLE",0.055,0
"1008","BEE","INSECT",0.055,0
"1009","BEEF","CATTLE",0.036,0
"1010","BEEF","HAMBURGER",0.048,0.005
"1011","BEER","ALCOHOL",0.033,0.019
"1012","BEET","CARROT",0.028,0.019
"1013","BEET","PURPLE",0.035,0
"1014","BEET","RADISH",0.035,0
"1015","BEET","VEGETABLES",0.148,0.005
"1016","BEETLE","INSECT",0.051,0.124
"1017","BEG","BORROW",0.1,0.001
"1018","BEGGAR","HOMELESS",0.095,0.002
"1019","BEGINNER","ADVANCED",0.04,0
"1020","BEGINNER","AMATEUR",0.033,0.013
"1021","BEGINNER","FRESHMEN",0.026,0
"1022","BEGINNER","LEARNER",0.073,0
"1023","BEGINNER","NOVICE",0.199,0.002
"1024","BEGINNER","PROFESSIONAL",0.026,0.009
"1025","BEGINNER","STARTER",0.106,0
"1026","BEHAVIOR","ACTION",0.054,0.002
"1027","BEHAVIOR","ATTITUDE",0.102,0.001
"1028","BEHAVIOR","PERSONALITY",0.041,0.011
"1029","BEHAVIOR","PROBLEM",0.027,0.009
"1030","BEHAVIOR","PSYCHOLOGY",0.054,0.002
"1031","BEHAVIOR","SCIENCE",0.048,0.004
"1032","BEHAVIOR","SOCIAL",0.027,0
"1033","BEHAVIOR","STRANGE",0.034,0.006
"1034","BEHIND","FOLLOW",0.027,0
"1035","BEHIND","IN BACK",0.027,0
"1036","BEING","LIVING",0.027,0.003
"1037","BEING","PERSON",0.082,0.081
"1038","BELIEF","DISBELIEF",0.068,0
"1039","BELIEF","FEELING",0.027,0
"1040","BELIEF","RELIGION",0.203,0.016
"1041","BELIEVE","ACCEPT",0.067,0
"1042","BELIEVE","DISBELIEVE",0.067,0
"1043","BELIEVE","UNDERSTAND",0.034,0.007
"1044","BELL","CHURCH",0.047,0
"1045","BELL","LIBERTY",0.088,0
"1046","BELL","SCHOOL",0.041,0
"1047","BELLY","BUTTON",0.2,0
"1048","BELLY","DANCER",0.041,0
"1049","BELLY","STOMACH",0.4,0
"1050","BELONG","ACCEPTED",0.045,0
"1051","BELONG","FIT IN",0.061,0
"1052","BELONG","FRIENDS",0.045,0.01
"1053","BELONG","TOGETHER",0.083,0.014
"1054","BELOW","BENEATH",0.034,0.017
"1055","BELT","BUCKLE",0.213,0
"1056","BELT","LEATHER",0.047,0.001
"1057","BENCH","JOHNNY",0.036,0
"1058","BENCH","WARMER",0.03,0
"1059","BEND","BACKWARD",0.041,0
"1060","BEND","FLEXIBLE",0.048,0
"1061","BEND","STRAIGHTEN",0.041,0
"1062","BEND","STRETCH",0.041,0.003
"1063","BENEFIT","ADVANTAGE",0.026,0
"1064","BENEFIT","CHARITY",0.046,0
"1065","BENEFIT","FRINGE",0.031,0
"1066","BENT","BROKEN",0.099,0.002
"1067","BENT","CROOKED",0.112,0.039
"1068","BENT","CURVED",0.066,0
"1069","BENT","STRAIGHT",0.204,0.039
"1070","BENT","TWISTED",0.033,0
"1071","BERRY","BLUEBERRY",0.086,0.006
"1072","BERRY","CHERRY",0.026,0.01
"1073","BERRY","RASPBERRY",0.026,0.009
"1074","BERRY","STRAWBERRY",0.166,0.017
"1075","BEST","BETTER",0.05,0.02
"1076","BEST","FRIEND",0.057,0
"1077","BEST","GREATEST",0.057,0
"1078","BET","GAMBLE",0.345,0.001
"1079","BETRAY","BACK STAB",0.068,0
"1080","BETRAY","DECEIVE",0.068,0.005
"1081","BETRAY","DISAPPOINT",0.027,0
"1082","BETRAY","DISLOYAL",0.047,0
"1083","BETRAY","DISTRUST",0.034,0
"1084","BETRAY","FRIEND",0.061,0.018
"1085","BETRAY","MISTRUST",0.034,0
"1086","BETWEEN","AROUND",0.065,0.001
"1087","BETWEEN","INSIDE",0.043,0.02
"1088","BETWEEN","MIDDLE",0.261,0
"1089","BETWEEN","OUTSIDE",0.036,0.025
"1090","BEWARE","CAREFUL",0.065,0.022
"1091","BEWARE","CAUTION",0.144,0.012
"1092","BEWARE","DANGER",0.187,0.034
"1093","BEWARE","SCARED",0.029,0
"1094","BEWARE","WARNING",0.058,0.014
"1095","BEYOND","FURTHER",0.072,0
"1096","BIAS","AGAINST",0.048,0.005
"1097","BIAS","GENDER",0.027,0
"1098","BIAS","OPINION",0.13,0
"1099","BIAS","PREJUDICE",0.137,0.003
"1100","BIAS","PSYCHOLOGY",0.027,0
"1101","BIAS","UNFAIR",0.034,0
"1102","BIBLE","CHURCH",0.087,0.035
"1103","BIBLE","RELIGION",0.081,0.034
"1104","BICYCLE","EXERCISE",0.041,0
"1105","BICYCLE","MOTORCYCLE",0.047,0.003
"1106","BICYCLE","TRANSPORTATION",0.061,0.006
"1107","BICYCLE","TRICYCLE",0.047,0.002
"1108","BIG","LITTLE",0.128,0.051
"1109","BIKE","MOTORCYCLE",0.027,0
"1110","BIKE","MOUNTAIN",0.033,0
"1111","BIKE","TEN SPEED",0.033,0
"1112","BIKE","TRANSPORTATION",0.04,0.003
"1113","BILL","DOLLAR",0.057,0.011
"1114","BILL","PAYMENT",0.107,0
"1115","BILLBOARD","ADVERTISEMENT",0.12,0.002
"1116","BILLBOARD","PICTURE",0.027,0.002
"1117","BILLBOARD","POSTER",0.107,0
"1118","BINDER","FOLDER",0.318,0.009
"1119","BINDER","NOTEBOOK",0.273,0.034
"1120","BINDER","TOGETHER",0.026,0
"1121","BIOLOGIST","BIOLOGY",0.053,0.058
"1122","BIOLOGIST","CHEMIST",0.073,0
"1123","BIOLOGIST","DOCTOR",0.033,0.012
"1124","BIOLOGIST","MARINE",0.053,0
"1125","BIOLOGIST","SCIENCE",0.219,0.024
"1126","BIOLOGIST","SCIENTIST",0.079,0.024
"1127","BIOLOGIST","TEACHER",0.026,0.001
"1128","BIOLOGY","ANIMAL",0.047,0.003
"1129","BIOLOGY","CHEMISTRY",0.047,0.016
"1130","BIOLOGY","MICROSCOPE",0.027,0
"1131","BIOLOGY","SCIENCE",0.182,0.021
"1132","BIRD","ANIMAL",0.04,0.005
"1133","BIRD","CANARY",0.03,0
"1134","BIRD","FEATHER",0.051,0.001
"1135","BIRD","PARROT",0.056,0
"1136","BIRDS","FEATHER",0.072,0.001
"1137","BIRDS","PARROTS",0.026,0
"1138","BIRTHDAY","CANDLE",0.066,0
"1139","BISCUIT","BUTTER",0.073,0.108
"1140","BISCUIT","COOKIE",0.051,0.005
"1141","BISCUIT","MUFFIN",0.062,0
"1142","BISHOP","CARDINAL",0.039,0.001
"1143","BISHOP","CATHOLIC",0.059,0.056
"1144","BISHOP","CHURCH",0.255,0.088
"1145","BISHOP","PRIEST",0.118,0.012
"1146","BISHOP","RELIGION",0.046,0.073
"1147","BISON","ANIMAL",0.087,0.069
"1148","BISON","BUFFALO",0.387,0
"1149","BIT","COMPUTER",0.086,0
"1150","BIT","LITTLE",0.046,0.003
"1151","BIZARRE","STRANGE",0.273,0.096
"1152","BLACKBERRY","BLUEBERRY",0.129,0.008
"1153","BLACKBERRY","RASPBERRY",0.075,0.005
"1154","BLACKBERRY","WINE COOLER",0.027,0
"1155","BLACKBOARD","CHALKBOARD",0.041,0
"1156","BLACKBOARD","ERASER",0.027,0.029
"1157","BLACKBOARD","SCHOOL",0.074,0.015
"1158","BLACKBOARD","TEACHER",0.068,0.008
"1159","BLACKMAIL","EXTORT",0.027,0
"1160","BLACKMAIL","EXTORTION",0.048,0
"1161","BLACKMAIL","ILLEGAL",0.027,0.002
"1162","BLADE","SWITCH",0.039,0
"1163","BLAME","ACCUSE",0.185,0
"1164","BLAME","SCAPEGOAT",0.027,0
"1165","BLANK","NOTHING",0.071,0.011
"1166","BLANKET","PILLOW",0.055,0.003
"1167","BLAST","DYNAMITE",0.06,0.012
"1168","BLAST","EXPLODE",0.053,0.024
"1169","BLAST","EXPLOSION",0.12,0.017
"1170","BLAST","ROCKET",0.027,0
"1171","BLEACH","BLONDE",0.089,0.002
"1172","BLEACH","CLOROX",0.068,0
"1173","BLEACH","CLOTHES",0.082,0.009
"1174","BLEND","COFFEE",0.027,0
"1175","BLEND","TOGETHER",0.034,0.016
"1176","BLENDER","DAIQUIRI",0.072,0
"1177","BLENDER","DRINKS",0.065,0
"1178","BLENDER","MARGARITAVILLE",0.046,0
"1179","BLENDER","MILKSHAKE",0.039,0
"1180","BLESS","CHURCH",0.078,0.049
